soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall,beloep,aktivitetsomraade,satskode
2021,34,3435,998614228,3435,69,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,69,7590,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3435,998614228,3435,69,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,11,1210,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3435,998614228,3435,69,3,0,Kulturlandskap,Drift av bratt areal,Ikke klassifisert,0,DEKAR,0,0,Regionalt prioriterte kulturlandskap,1.1.82.500
2021,34,3435,998614228,3435,69,3,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,21,1575,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3435,998614228,3435,69,3,0,Biologisk mangfold,Skjoetsel av biologisk verdifulle arealer,Beiting,130,DEKAR,26,3380,Prioriterte naturverdier,2.4.94.303
2021,34,3435,998614228,3435,69,3,0,Biologisk mangfold,Skjoetsel av biologisk verdifulle arealer,Slaatt,1000,DEKAR,0,0,Prioriterte naturverdier,2.4.94.304
2021,34,3435,998614228,3435,69,3,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,60,6600,Nyere tids kulturminner,3.9.109.308
2021,30,3415,998608228,3034,127,80,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,30,3415,998608228,3034,127,80,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, andre omraader",70,DEKAR,42,2940,Avrenning,5.21.111.516
2021,30,3415,998608228,3034,127,80,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, andre omraader",125,DEKAR,10,1250,Avrenning,5.21.111.517
2021,30,3415,998608228,3034,127,80,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1,med draag, andre omraader",100,DEKAR,11,1100,Avrenning,5.21.111.528
2021,34,3419,998579007,3419,77,7,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3419,998579007,3419,77,7,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,134,12060,Avrenning,5.21.111.512
2021,34,3419,998579007,3419,77,7,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,1,120,Avrenning,5.21.111.526
2021,34,3419,998579007,3419,77,7,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,155,10850,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3424,998535522,3424,16,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,63,6930,Nyere tids kulturminner,3.9.109.303
2021,34,3424,998535522,3424,16,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,210,16800,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3422,998478464,3422,36,37,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,5,550,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3431,998450381,3431,6,7,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,25,2750,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3431,998450381,3431,6,7,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,10,1100,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3431,998450381,3431,6,7,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,0,0,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3431,998450381,3431,6,7,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,5,400,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3424,998435773,3424,47,31,0,Kulturminner og kulturmiljoeer,Drift av seter,Levering til meieri,60000,ANDEL,3,20000,Setring,3.6.100.312
2021,34,3424,998435773,3424,47,31,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,57,6270,Nyere tids kulturminner,3.9.109.303
2021,34,3436,998430356,3436,217,22,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,21,2310,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3436,998430356,3436,217,22,0,Kulturminner og kulturmiljoeer,Drift av seter,Levering til meieri,60000,ANDEL,1,60000,Setring,3.6.100.312
2021,34,3436,998430356,3436,217,22,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,20,2200,Nyere tids kulturminner,3.9.109.308
2021,34,3436,998430356,3436,217,22,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,104,6240,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3449,998423260,3449,23,7,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,68,7480,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3449,998423260,3449,23,7,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,3,330,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3449,998423260,3449,23,7,0,Biologisk mangfold,Slaatt av slaattemark,Svaert viktig,1000,DEKAR,23,23000,Utvalgte naturtyper,2.3.90.205
2021,34,3449,998423260,3449,23,7,0,Biologisk mangfold,Slaatt av slaattemark,Viktig,1000,DEKAR,28,28000,Utvalgte naturtyper,2.3.90.206
2021,34,3449,998423260,3449,23,7,0,Biologisk mangfold,Slaatt av slaattemark,Ikke klassifisert,0,DEKAR,0,0,Utvalgte naturtyper,2.3.90.500
2021,34,3449,998423260,3449,23,7,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,27,2970,Nyere tids kulturminner,3.9.109.303
2021,34,3449,998423260,3449,23,7,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,111,12210,Nyere tids kulturminner,3.9.109.308
2021,34,3449,998423260,3449,23,7,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,52,3120,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3420,998417201,3420,39,10,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,51,3570,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3441,998373042,3441,201,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,44,4840,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3441,998373042,3441,201,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,10,1100,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3441,998373042,3441,201,3,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,25,2750,Nyere tids kulturminner,3.9.109.308
2021,34,3426,998346894,3426,65,14,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,5,375,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3426,998346894,3426,65,14,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,6,660,Nyere tids kulturminner,3.9.109.308
2021,34,3426,998346894,3426,65,14,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,233,13980,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3426,998346894,3426,65,14,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,29,2030,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3426,998346894,3426,65,14,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,82,4920,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,34,3415,998345510,3415,46,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3415,998345510,3415,46,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,169,15210,Avrenning,5.21.111.512
2021,34,3415,998345510,3415,46,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,43,5160,Avrenning,5.21.111.526
2021,34,3415,998345510,3415,46,1,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,150,9000,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3415,998345510,3415,46,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,139,8340,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,34,3411,998339189,3411,232,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3411,998339189,3411,232,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,93,8370,Avrenning,5.21.111.512
2021,34,3411,998339189,3411,232,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, prioriterte omraader",145,DEKAR,16,2320,Avrenning,5.21.111.513
2021,34,3411,998339189,3411,232,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,112,13440,Avrenning,5.21.111.526
2021,34,3411,998339189,3411,232,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, med draag, prioriterte omraader",175,DEKAR,18,3150,Avrenning,5.21.111.527
2021,34,3434,998326486,3434,74,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,28,3080,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3434,998326486,3434,74,2,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,20,2200,Nyere tids kulturminner,3.9.109.308
2021,34,3434,998326486,3434,74,2,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,73,4380,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3454,998313511,3454,33,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,69,7590,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3454,998313511,3454,33,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,1,110,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3454,998313511,3454,33,1,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,116,6960,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3454,998313511,3454,33,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,15,1050,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3454,998313511,3454,33,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,95,5700,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,34,3411,998179084,3411,660,1,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,0,0,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3411,998179084,3411,660,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,301,24080,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3411,998179084,3411,660,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,41,2870,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3411,998179084,3411,660,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,301,18060,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,34,3434,998161215,3434,93,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,54,5940,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3434,998161215,3434,93,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,10,1100,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3434,998161215,3434,93,1,0,Biologisk mangfold,Skjoetsel av biologisk verdifulle arealer,Beiting,130,DEKAR,14,1820,Prioriterte naturverdier,2.4.94.303
2021,34,3434,998161215,3434,93,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,2,220,Nyere tids kulturminner,3.9.109.303
2021,34,3434,998161215,3434,93,1,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,2,220,Nyere tids kulturminner,3.9.109.308
2021,34,3434,998161215,3434,93,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3434,998161215,3434,93,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, andre omraader",125,DEKAR,4,500,Avrenning,5.21.111.517
2021,34,3434,998161215,3434,93,1,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,68,4080,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3438,998129575,3438,29,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,36,3960,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3438,998129575,3438,29,6,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,14,1540,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3438,998129575,3438,29,6,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,12,900,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3438,998129575,3438,29,6,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,20,2200,Nyere tids kulturminner,3.9.109.308
2021,34,3438,998129575,3438,29,6,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,81,4860,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3454,998100984,3454,37,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,16,1760,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3454,998100984,3454,37,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,32,2240,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3452,998042607,3452,37,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,20,2200,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3452,998042607,3452,37,3,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,3,330,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3452,998042607,3452,37,3,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Slaatt/rydding,110,DEKAR,27,2970,Nyere tids kulturminner,3.9.109.308
2021,34,3450,998024218,3450,120,20,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,40,4400,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3450,998024218,3450,120,20,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,17,1870,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3450,998024218,3450,120,20,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,0,0,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3450,998024218,3450,120,20,0,Biologisk mangfold,Skjoetsel av biologisk verdifulle arealer,Beiting,130,DEKAR,25,3250,Prioriterte naturverdier,2.4.94.303
2021,34,3450,998024218,3450,120,20,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,113,6780,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3431,997985249,3431,31,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,81,8910,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3431,997985249,3431,31,2,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,3,330,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3431,997985249,3431,31,2,0,Kulturlandskap,Beiting av verdifulle jordbrukslandskap i innmark,Beiting av verdifulle jordbrukslandskap i innmark,75,DEKAR,110,8250,Regionalt prioriterte kulturlandskap,1.1.84.000
2021,34,3431,997985249,3431,31,2,0,Biologisk mangfold,Skjoetsel av biologisk verdifulle arealer,Beiting,130,DEKAR,151,19630,Prioriterte naturverdier,2.4.94.303
2021,34,3431,997985249,3431,31,2,0,Kulturminner og kulturmiljoeer,Drift av seter,Levering til meieri,60000,ANDEL,1,60000,Setring,3.6.100.312
2021,34,3431,997985249,3431,31,2,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,34,3740,Nyere tids kulturminner,3.9.109.303
2021,34,3431,997985249,3431,31,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3431,997985249,3431,31,2,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,72,4320,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3431,997985249,3431,31,2,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,52,3640,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3431,997985249,3431,31,2,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,124,7440,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,34,3418,997964896,3418,199,1,0,Biologisk mangfold,Soner for pollinerende insekter,Hoey sats,10,METER,377,3770,Prioriterte naturverdier,2.4.97.309
2021,34,3418,997964896,3418,199,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3418,997964896,3418,199,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,138,12420,Avrenning,5.21.111.512
2021,34,3418,997964896,3418,199,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,151,18120,Avrenning,5.21.111.526
2021,34,3418,997964896,3418,199,1,0,Utslipp til luft,Nedfelling eller nedlegging av husdyrgjoedsel,Nedfelling eller nedlegging av husdyrgjoedsel,80,DEKAR,607,48560,Miljoevennlig spredning av husdyrgjoedsel,6.13.126.000
2021,34,3405,997885767,3405,170,7,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,18,1980,Regionalt prioriterte kulturlandskap,1.1.82.112
2021,34,3405,997885767,3405,170,7,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:3,110,DEKAR,11,1210,Regionalt prioriterte kulturlandskap,1.1.82.113
2021,34,3411,997877128,3411,610,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,246,17220,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3411,997877128,3411,610,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med tilfoerselsslange,Spredning av husdyrgjoedsel med tilfoerselsslange,60,DEKAR,246,14760,Miljoevennlig spredning av husdyrgjoedsel,6.13.128.000
2021,34,3401,997868609,3401,2,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3401,997868609,3401,2,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,268,24120,Avrenning,5.21.111.512
2021,34,3401,997868609,3401,2,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, prioriterte omraader",145,DEKAR,9,1305,Avrenning,5.21.111.513
2021,34,3401,997868609,3401,2,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,87,10440,Avrenning,5.21.111.526
2021,34,3401,997868609,3401,2,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, med draag, prioriterte omraader",175,DEKAR,17,2975,Avrenning,5.21.111.527
2021,34,3433,997861647,3433,19,2,0,Kulturminner og kulturmiljoeer,Skjoetsel av kulturhistoriske omraader,Beiting,110,DEKAR,41,4510,Nyere tids kulturminner,3.9.109.303
2021,34,3433,997861647,3433,19,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1,med draag, andre omraader",100,DEKAR,15,1500,Avrenning,5.21.111.528
2021,34,3433,997861647,3433,19,2,0,Utslipp til luft,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,Spredning av husdyrgjoedsel om vaaren og eller i vekstsesongen,60,DEKAR,86,5160,Miljoevennlig spredning av husdyrgjoedsel,6.13.125.000
2021,34,3418,997856422,3418,45,1,0,Klimaraadgivning,Klimaraadgivning,Grupperaadgiving,2000,ANTALL,0,0,Klimaraadgivning,22.23.139.532
2021,34,3418,997856422,3418,45,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3418,997856422,3418,45,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,98,8820,Avrenning,5.21.111.512
2021,34,3418,997856422,3418,45,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,268,32160,Avrenning,5.21.111.526
2021,34,3418,997856422,3418,45,1,0,Utslipp til luft,Spredning av husdyrgjoedsel med rask nedmoldning,Spredning av husdyrgjoedsel med rask nedmoldning,70,DEKAR,181,12670,Miljoevennlig spredning av husdyrgjoedsel,6.13.127.000
2021,34,3442,997831950,3442,258,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,3,270,Avrenning,5.21.111.512
2021,34,3442,997831950,3442,258,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,9,1080,Avrenning,5.21.111.526
2021,34,3413,997823303,3413,318,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,1,90,Avrenning,5.21.111.512
2021,34,3413,997823303,3413,318,1,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, med draag, prioriterte omraader",120,DEKAR,50,6000,Avrenning,5.21.111.526
2021,34,3418,997819365,3418,93,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3418,997819365,3418,93,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,175,15750,Avrenning,5.21.111.512
2021,34,3418,997819365,3418,93,2,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, prioriterte omraader",145,DEKAR,4,580,Avrenning,5.21.111.513
2021,34,3415,997818733,3415,67,7,0,Avrenning til vann,Ingen jordarbeiding om hoesten,Ikke klassifisert,0,DEKAR,0,0,Avrenning,5.21.111.500
2021,34,3415,997818733,3415,67,7,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 1, prioriterte omraader",90,DEKAR,128,11520,Avrenning,5.21.111.512
2021,34,3415,997818733,3415,67,7,0,Avrenning til vann,Ingen jordarbeiding om hoesten,"Erosjonsklasse 2, prioriterte omraader",145,DEKAR,6,870,Avrenning,5.21.111.513
2021,34,3434,997811135,3434,132,1,0,Kulturlandskap,Drift av bratt areal,Overflatedyrka og fulldyrka 1:5,110,DEKAR,13,1430,Regionalt prioriterte kulturlandskap,1.1.82.112
