soeknads_aar,fylkesnr,saksbehandlende_kommune,orgnr,komnr,gardsnr,bruksnr,festenr,miljoetema,tiltak,tiltaksklasse,sats,enhet,antall_enhet,beloep
2017,18,1804,970563563,1804,127,46,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,250,DEKAR,218,15000
2017,18,1804,970563563,1804,127,46,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,183,4575
2017,18,1860,969648008,1860,77,2,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,288,"1094,4"
2017,18,1860,969648008,1860,77,2,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2017,18,1860,969648008,1860,77,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,115,2875
2017,18,1866,969649330,1866,46,1,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,3,600
2017,18,1866,969649330,1866,46,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,35,6300
2017,18,1866,969649330,1866,46,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,214,"813,2"
2017,18,1866,969649330,1866,46,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,3,3000
2017,18,1866,969649330,1866,46,1,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Slått,1500,DEKAR,2,3000
2017,18,1866,969649330,1866,46,1,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,60,DEKAR,144,8640
2017,18,1866,969649330,1866,46,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,244,6100
2017,4,402,969882957,402,1,5,0,Utslipp til luft,Spredning med rask nedmolding,Spredning med rask nedmolding,52,DEKAR,69,3588
2017,18,1848,969305453,1848,49,7,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,683,"2595,4"
2017,18,1848,969305453,1848,49,7,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,203,5075
2017,12,1216,984031491,1216,51,3,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,90,DYREENHETER,188,15000
2017,12,1216,984031491,1216,51,3,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,94,DEKAR,44,4136
2017,18,1834,969265052,1834,17,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,686,"2606,8"
2017,18,1834,969265052,1834,17,1,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,800,DEKAR,26,20800
2017,18,1834,969265052,1834,17,1,0,Biologisk mangfold,Skjøtsel av gamle enger,Skjøtsel av gamle enger,1000,DEKAR,5,5000
2017,18,1834,969265052,1834,17,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,13,13000
2017,18,1834,969265052,1834,17,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,718,17950
2017,18,1834,969265052,1834,17,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,31,775
2017,18,1866,969155621,1866,82,16,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,7,1260
2017,18,1866,969155621,1866,82,16,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,2620,9956
2017,18,1866,969155621,1866,82,16,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Høyt beitetrykk,470,DEKAR,0,0
2017,18,1866,969155621,1866,82,16,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Middels beitetrykk,280,DEKAR,0,0
2017,18,1866,969155621,1866,82,16,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Lavt beitetrykk,150,DEKAR,43,6450
2017,18,1866,969155621,1866,82,16,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Beite,1000,DEKAR,32,32000
2017,18,1866,969155621,1866,82,16,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Beite,1000,DEKAR,29,29000
2017,18,1866,969155621,1866,82,16,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,272,6800
2017,18,1860,981890140,1860,40,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,2530,9614
2017,18,1860,981890140,1860,40,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,359,8975
2017,18,1866,970393501,1866,48,7,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,772,"2933,6"
2017,18,1866,970393501,1866,48,7,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,290,7250
2017,18,1832,990698716,1832,136,6,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,13,2600
2017,18,1832,990698716,1832,136,6,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,362,"1375,6"
2017,18,1832,990698716,1832,136,6,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,27,675
2017,15,1548,969394936,1548,71,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,24,3120
2017,15,1548,969394936,1548,71,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,2,260
2017,15,1548,969394936,1548,71,1,0,Kulturmiljøer og kulturminner,Drift av fellesseter med melkeproduksjon,4-6 uker,30000,ANDEL,3,10000
2017,18,1820,969420546,1820,9,7,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,4504,"17115,2"
2017,18,1820,969420546,1820,9,7,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,60,DEKAR,444,26640
2017,18,1820,969420546,1820,9,7,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,510,12750
2017,15,1545,969130602,1545,112,8,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,274,12604
2017,15,1567,969398079,1567,64,6,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,37,4810
2017,15,1567,969398079,1567,64,6,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,4,520
2017,15,1567,969398079,1567,64,6,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,30,1380
2017,15,1526,969425033,1526,133,7,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,70,DEKAR,18,1260
2017,15,1526,969425033,1526,133,7,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,69,3174
2017,15,1548,985797412,1548,87,16,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,55,7150
2017,15,1548,985797412,1548,87,16,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,1421,65366
2017,18,1871,970507256,1871,27,1,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Høyt beitetrykk,470,DEKAR,133,62510
2017,18,1871,970507256,1871,27,1,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Middels beitetrykk,280,DEKAR,10,2800
2017,18,1871,970507256,1871,27,1,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Lavt beitetrykk,150,DEKAR,43,6450
2017,12,1246,969140888,1246,59,5,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,209,DEKAR,11,2299
2017,12,1246,969140888,1246,59,5,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,450,DEKAR,1,450
2017,12,1246,969140888,1246,59,5,0,Kulturlandskap,Beite i utmark,Sau/geit,39,ANTALL_DYR,43,1677
2017,12,1246,969140888,1246,59,5,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,94,DEKAR,53,4982
2017,12,1246,969140888,1246,59,5,0,Biologisk mangfold,Skjøtsel av kystlynghei,Verdifull,20,DEKAR,36,720
2017,12,1246,969140888,1246,59,5,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,5,METER,315,1575
2017,12,1241,916478607,1241,80,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,209,DEKAR,13,2717
2017,12,1241,916478607,1241,80,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,450,DEKAR,10,4500
2017,12,1241,916478607,1241,80,1,0,Kulturlandskap,Skjøtsel av bratt areal,Ikke klassifisert,0,DEKAR,0,0
2017,15,1563,969212056,1563,60,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,32,4160
2017,15,1563,969212056,1563,60,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,4,520
2017,18,1860,969303647,1860,21,24,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,496,12400
2017,18,1860,969303647,1860,21,24,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,78,1950
2017,15,1526,913742761,1526,131,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,100,DYREENHETER,22,2200
2017,18,1837,969121778,1837,70,3,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,837,"3180,6"
2017,18,1837,969121778,1837,70,3,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Middels beitetrykk,280,DEKAR,0,0
2017,18,1837,969121778,1837,70,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,0,0
2017,18,1837,969121778,1837,70,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Beite,1000,DEKAR,2,2000
2017,18,1837,969121778,1837,70,3,0,Kulturmiljøer og kulturminner,Skjøtsel av gravfelt,Slått,1500,DEKAR,0,0
2017,18,1837,969121778,1837,70,3,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Slått,1500,DEKAR,0,0
2017,18,1837,969121778,1837,70,3,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,0,0
2017,18,1837,969121778,1837,70,3,0,Avrenning til vassdrag og kyst,Ugjødsla randsone i eng,Ugjødsla randsone i eng,7,METER,0,0
2017,18,1837,969121778,1837,70,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,447,11175
2017,15,1567,895518832,1567,16,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,116,5336
2017,15,1571,995849356,1571,127,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,37,4810
2017,15,1571,995849356,1571,127,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,7,910
2017,15,1571,995849356,1571,127,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,254,11684
2017,18,1851,969514516,1851,16,4,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,59,10620
2017,18,1820,976060512,1820,80,5,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,1397,"5308,6"
2017,18,1820,976060512,1820,80,5,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2017,18,1820,976060512,1820,80,5,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,272,6800
2017,18,1834,979169892,1834,19,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Øyer/holmer/veiløse områder,180,DYREENHETER,44,7920
2017,18,1834,979169892,1834,19,1,0,Biologisk mangfold,Skjøtsel av slåttemark,Skjøtsel av slåttemark,800,DEKAR,31,24800
2017,18,1834,979169892,1834,19,1,0,Biologisk mangfold,Beite av kystlynghei,Beite av kystlynghei,300,DYREENHETER,44,13200
2017,18,1834,979169892,1834,19,1,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,380,9500
2017,18,1813,912856399,1813,74,5,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,200,DEKAR,27,5400
2017,18,1813,912856399,1813,74,5,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Fjellområde,200,DEKAR,40,8000
2017,18,1813,912856399,1813,74,5,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,859,"3264,2"
2017,18,1813,912856399,1813,74,5,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2017,18,1813,912856399,1813,74,5,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,349,8725
2017,18,1815,990685452,1815,6,22,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,2258,"8580,4"
2017,18,1815,990685452,1815,6,22,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Beite,1000,DEKAR,7,7000
2017,18,1815,990685452,1815,6,22,0,Kulturmiljøer og kulturminner,Skjøtsel av andre automatisk fredede kulturminner,Slått,1500,DEKAR,2,3000
2017,18,1815,990685452,1815,6,22,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,29,725
2017,18,1848,969429306,1848,18,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,214,5350
2017,15,1573,969990792,1573,22,7,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,121,15730
2017,15,1573,969990792,1573,22,7,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,100,DYREENHETER,75,7500
2017,15,1573,969990792,1573,22,7,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,3,3000
2017,15,1573,969990792,1573,22,7,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,179,8234
2017,15,1520,988117722,1520,164,7,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,0,0
2017,15,1520,988117722,1520,164,7,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,0,0
2017,15,1520,988117722,1520,164,7,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,64,2944
2017,12,1241,985275947,1241,26,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,209,DEKAR,52,10450
2017,12,1241,985275947,1241,26,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,450,DEKAR,7,3150
2017,12,1241,985275947,1241,26,1,0,Kulturlandskap,Skjøtsel av bratt areal,Ikke klassifisert,0,DEKAR,0,0
2017,12,1241,985275947,1241,26,1,0,Kulturlandskap,Beite i utmark,Hest/storfe,64,ANTALL_DYR,44,2816
2017,15,1539,986294538,1539,197,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,43,5590
2017,15,1539,986294538,1539,197,3,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1539,986294538,1539,197,3,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,195,8970
2017,15,1520,969260077,1520,140,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,85,3910
2017,8,829,982769329,829,89,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,110,DYREENHETER,64,7040
2017,8,829,982769329,829,89,2,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,5,METER,363,1815
2017,8,829,982769329,829,89,2,0,Kulturmiljøer og kulturminner,Skjøtsel av rydningsrøyser,Skjøtsel av rydningsrøyser,200,ANTALL,5,1000
2017,15,1511,997393430,1511,66,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,11,1430
2017,18,1860,969225522,1860,99,19,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,30,5400
2017,18,1860,969225522,1860,99,19,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,502,"1907,6"
2017,18,1860,969225522,1860,99,19,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,520,13000
2017,18,1860,969225522,1860,99,19,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,39,975
2017,15,1524,969132281,1524,2,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,28,3640
2017,15,1524,969132281,1524,2,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,3,390
2017,15,1528,869128112,1528,26,13,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,285,13110
2017,15,1576,969485117,1576,29,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,28,3640
2017,15,1576,969485117,1576,29,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,1,130
2017,15,1566,969130009,1566,123,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,99,12870
2017,15,1566,969130009,1566,123,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,0,0
2017,15,1511,970221824,1511,89,23,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,35,1610
2017,18,1822,992842997,1822,77,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,2456,"9332,8"
2017,18,1822,992842997,1822,77,1,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,2,2000
2017,18,1822,992842997,1822,77,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,902,22550
2017,15,1539,984791038,1539,149,6,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,7,910
2017,15,1539,984791038,1539,149,6,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,4,520
2017,15,1539,984791038,1539,149,6,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,89,4094
2017,18,1850,991892141,1850,60,23,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,311,7775
2017,15,1525,913035151,1525,9,1,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,40,DEKAR,20,1040
2017,18,1860,995828103,1860,47,2,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,718,"2728,4"
2017,18,1860,995828103,1860,47,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,30,750
2017,15,1548,984733089,1548,55,1,0,Utslipp til luft,Bruk av tilførselsslanger,Bruk av tilførselsslanger,70,DEKAR,289,20230
2017,15,1548,984733089,1548,55,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,325,14950
2017,18,1818,987233206,1818,27,1,0,Biologisk mangfold,Beite av kystlynghei,Beite av kystlynghei,300,DYREENHETER,52,15600
2017,18,1818,987233206,1818,27,1,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,250,DEKAR,476,15000
2017,18,1824,969264390,1824,107,2,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,120,21600
2017,18,1824,969264390,1824,107,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,143,3575
2017,15,1543,969849186,1543,76,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,16,2080
2017,15,1543,969849186,1543,76,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,5,650
2017,15,1543,969849186,1543,76,2,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,203,9338
2017,18,1868,969985403,1868,77,30,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,0,0
2017,18,1868,969985403,1868,77,30,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Høyt beitetrykk,470,DEKAR,40,18800
2017,18,1868,969985403,1868,77,30,0,Biologisk mangfold,Friarealer for gås i Nord-Trøndelag og Nordland,Middels beitetrykk,280,DEKAR,15,4200
2017,18,1868,969985403,1868,77,30,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,61,1525
2017,17,5050,984721676,1750,33,1,0,Biologisk mangfold,Beite av biologisk verdifulle arealer,Beite av biologisk verdifulle arealer,169,DEKAR,98,16562
2017,15,1557,987781262,1557,30,10,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,8,1040
2017,18,1804,985234272,1804,202,3,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,200,DEKAR,41,8200
2017,18,1804,985234272,1804,202,3,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,0,0
2017,18,1822,969645297,1822,109,6,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,442,11050
2017,18,1822,969645297,1822,109,6,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,148,3700
2017,18,1832,969707802,1832,144,2,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,3577,"13592,6"
2017,18,1826,969123118,1826,26,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,616,"2340,8"
2017,18,1826,969123118,1826,26,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,150,3750
2017,18,1860,969121050,1860,79,6,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,219,"832,2"
2017,18,1860,969121050,1860,79,6,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,1037,25925
2017,18,1860,969121050,1860,79,6,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,130,3250
2017,18,1825,882974502,1825,81,6,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,1744,"6627,2"
2017,18,1825,882974502,1825,81,6,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,451,11275
2017,18,1860,969984008,1860,44,6,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Øyer/holmer/veiløse områder,200,DEKAR,0,0
2017,18,1860,969984008,1860,44,6,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,180,DYREENHETER,25,4500
2017,18,1860,969984008,1860,44,6,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,657,"2496,6"
2017,18,1860,969984008,1860,44,6,0,Kulturmiljøer og kulturminner,"Skjøtsel av bakkemurer, trerekker, skigarder",Bakkemurer/steingjerder,25,METER,183,4575
2017,18,1860,969984008,1860,44,6,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,10,250
2017,15,1523,980922855,1523,89,2,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,27,3510
2017,15,1573,884805872,1573,2,33,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,40,DEKAR,130,9360
2017,15,1573,884805872,1573,2,33,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,312,14352
2017,18,1838,996971651,1838,1,9,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Bygdenært,200,DEKAR,0,0
2017,18,1838,996971651,1838,1,9,0,Kulturlandskap,Beite av lokalt verdifulle jordbrukslandskap,Bygdenært,180,DYREENHETER,0,0
2017,18,1838,996971651,1838,1,9,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,311,7775
2017,15,1511,915783872,1511,115,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:5,130,DEKAR,34,4420
2017,15,1511,915783872,1511,115,1,0,Kulturlandskap,Skjøtsel av bratt areal,Helling 1:3,130,DEKAR,3,390
2017,15,1511,915783872,1511,115,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,361,16606
2017,18,1822,989930966,1822,99,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,528,"2006,4"
2017,18,1804,984814054,1804,80,6,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,656,"2492,8"
2017,15,1517,992953829,1517,51,6,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,80,3680
2017,15,1524,993547999,1524,22,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,46,DEKAR,46,2116
2017,18,1836,969644002,1836,32,1,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,338,"1284,4"
2017,18,1836,969644002,1836,32,1,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,214,5350
2017,18,1866,969514710,1866,51,4,0,Kulturlandskap,Slått av veikanter,Slått av veikanter,"3,8",METER,973,"3697,4"
2017,18,1866,969514710,1866,51,4,0,Kulturmiljøer og kulturminner,Skjøtsel av gravminne,Skjøtsel av gravminne,1000,ANTALL,1,1000
2017,18,1866,969514710,1866,51,4,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,190,4750
2017,15,1524,969153610,1524,53,8,0,Kulturlandskap,Slått av lokalt verdifulle jordbrukslandskap,Areal med spesielle verdier,130,DEKAR,33,4290
2017,18,1853,979336713,1853,3,35,0,Utslipp til luft,Spredning vår/vekstsesong,Spredning vår/vekstsesong,25,DEKAR,96,2400
