komnr,gardsnr,bruksnr,festenr,bruksnavn,jordbruksareal,skogareal,annet_areal,fulldyrket,overflatedyrket,innmarksbeite,l_komnr,l_gardsnr,l_bruksnr,l_festenr
1108,240,28,0,TRAFO STEINBERG,2,1,5,2,0,0,1108,240,28,0
1108,240,68,0,,0,76,58,0,0,0,1108,240,68,0
1108,241,1,0,FOSSAN,8,0,1,8,0,0,1108,241,1,0
1108,241,1,1,FESTETOMT NR 1,8,1,15,8,0,0,1108,241,1,1
1108,241,2,0,FOSSAN,3,37,10,3,0,0,1108,241,2,0
1108,241,3,0,FOSSAN,67,169,557,36,0,31,1108,241,3,0
1108,241,36,0,FOSSAN,91,70,90,42,0,49,1108,241,3,0
1108,241,4,0,FOSSAN,77,140,128,77,0,0,1108,241,4,0
1108,241,5,0,FOSSAN,34,16,15,34,0,0,1108,241,5,0
1108,241,28,0,FOSSAN,32,165,427,26,6,0,1108,241,5,0
1108,237,277,0,FOSSAN,20,0,9,14,0,6,1108,241,6,0
1108,241,6,0,FOSSAN,166,152,55,69,49,48,1108,241,6,0
1108,241,9,0,FOSSAN,39,72,29,22,0,17,1108,241,9,0
1108,241,9,1,FOSSAN,7,0,1,7,0,0,1108,241,9,0
1108,241,11,0,FORBRUGET,0,0,0,0,0,0,1108,241,11,0
1108,241,13,0,HAGEN,12,65,25,9,3,0,1108,241,13,0
1108,241,14,0,SKOGHEIM,0,3,3,0,0,0,1108,241,14,0
1108,241,18,0,FLATVOLD,0,0,1,0,0,0,1108,241,18,0
1108,241,21,0,FORSAND,0,67,16,0,0,0,1108,241,21,0
1108,237,278,0,SLETTABØ,118,186,151,70,0,48,1108,241,41,0
1108,241,41,0,SLETTABØ,186,18,33,167,3,16,1108,241,41,0
1108,241,66,0,KROKSTØ,2,1,1,0,0,2,1108,241,66,0
1108,241,80,0,ÅSLUND II,0,43,10,0,0,0,1108,241,80,0
1108,242,1,0,ROSSEVIK NEDRE,136,237,54,29,0,107,1108,242,1,0
1108,242,2,0,ROSSEVIK NEDRE,111,297,63,56,0,55,1108,242,1,0
1108,242,3,0,ROSSEVIK NEDRE,17,40,2,16,0,1,1108,242,1,0
1108,243,1,0,ROSSEVIK NEDRE,19,1,1,6,0,13,1108,242,1,0
1108,243,2,0,ROSSEVIK NEDRE,114,452,371,64,0,50,1108,242,1,0
1108,242,6,0,ROSSBØ,22,82,31,14,0,8,1108,242,6,0
1108,243,3,0,ROSSEVIK ØVRE,84,278,427,42,0,42,1108,243,3,0
1108,243,4,0,ROSSEVIK ØVRE,0,,,0,0,0,1108,243,4,0
1108,243,5,0,ROSSAVIK ØVRE,214,825,999,81,0,133,1108,243,5,0
1108,243,27,0,ROSSAVIK,4,2,0,4,0,0,1108,243,27,0
1108,243,28,0,ROSSAVIK,42,144,67,12,0,30,1108,243,28,0
1108,244,1,0,HELLE,110,171,476,32,0,78,1108,244,1,0
1108,244,2,0,OSEHEIEN,0,0,33,0,0,0,1108,244,2,0
1108,244,3,0,HELLE,59,183,427,20,0,39,1108,244,3,0
1108,244,7,0,HELLE,15,5,0,10,0,5,1108,244,3,0
1108,241,85,0,SKOGEBAKKEN,0,0,2,0,0,0,1108,245,1,0
1108,241,96,0,SKOGEBAKKEN,0,36,48,0,0,0,1108,245,1,0
1108,245,1,0,SKOGEBAKKEN,4,49,20,0,0,4,1108,245,1,0
1108,246,1,0,BIRKELAND,243,399,492,105,0,138,1108,246,1,0
1108,251,6,0,BIRKELAND,0,13,0,0,0,0,1108,246,1,0
1108,246,3,0,BIRKELAND,117,546,873,91,0,26,1108,246,3,0
1108,247,1,0,LØLAND,31,549,1623,24,0,7,1108,247,1,0
1108,247,2,0,LØLAND,274,204,1526,85,3,186,1108,247,2,0
1108,247,4,0,LØLAND,1,0,0,0,0,1,1108,247,2,0
1108,248,1,0,ESPEDAL ØVRE,249,105,32,94,0,155,1108,248,1,0
1108,248,2,0,ESPEDAL ØVRE,123,0,9,79,0,44,1108,248,2,0
1108,248,8,0,ESPEDAL ØVRE,366,294,85,228,0,138,1108,248,2,0
1108,254,3,0,ESPEDAL ØVRE,36,9,10,26,0,10,1108,248,2,0
1108,254,9,0,ESPEDAL ØVRE,0,0,0,0,0,0,1108,248,2,0
1108,248,3,0,ESPEDAL ØVRE,312,64,38,132,0,180,1108,248,3,0
1108,248,4,0,ESPEDAL ØVRE,282,390,67,139,11,132,1108,248,4,0
1108,248,12,0,ESPEDAL ØVRE,114,27,7,26,0,88,1108,248,4,0
1108,248,5,0,ESPEDAL ØVRE,129,209,147,83,0,46,1108,248,5,0
1108,248,6,0,ESPEDAL ØVRE,247,72,47,106,0,141,1108,248,6,0
1108,248,7,0,ESPEDAL ØVRE,149,201,88,125,0,24,1108,248,7,0
1108,248,9,0,ESPEDAL ØVRE,354,164,124,155,3,196,1108,248,9,0
1108,248,10,0,ESPEDAL ØVRE,83,5,18,43,8,32,1108,248,9,0
1108,248,20,0,ESPEDAL ØVRE,1,0,0,1,0,0,1108,248,9,0
1108,248,11,0,ESPEDAL ØVRE,252,164,56,150,0,102,1108,248,11,0
1108,248,13,0,ESPEDAL ØVRE,82,5,27,27,0,55,1108,248,13,0
1108,249,2,0,ESPEDAL NEDRE,57,66,40,52,0,5,1108,249,2,0
1108,249,11,0,ESPEDAL NEDRE,12,0,0,12,0,0,1108,249,2,0
1108,249,4,0,KJÆRHOLEN,77,62,51,47,0,30,1108,249,4,0
1108,249,9,0,KJÆRHOLEN,69,47,35,47,0,22,1108,249,4,0
1108,249,5,0,ESPEDAL NEDRE,178,171,107,117,3,58,1108,249,5,0
1108,249,7,0,ESPEDAL NEDRE,66,232,66,44,0,22,1108,249,7,0
1108,249,8,0,,86,116,339,38,0,48,1108,249,8,0
1108,249,24,0,NEDRE ESPEDAL,2,3,2,2,0,0,1108,249,24,0
1108,251,1,0,EIKELAND,75,249,59,34,0,41,1108,251,1,0
1108,249,22,0,EIKELAND,28,0,1,28,0,0,1108,251,3,0
1108,249,23,0,EIKELAND,3,2,0,3,0,0,1108,251,3,0
1108,250,1,0,EIKELAND,104,15,79,26,0,78,1108,251,3,0
1108,251,3,0,EIKELAND,139,178,81,41,0,98,1108,251,3,0
1108,251,5,0,EIKELAND,82,62,42,38,0,44,1108,251,3,0
1108,251,16,0,EIKELAND,0,0,2,0,0,0,1108,251,3,0
1108,249,1,0,EIKELAND,70,87,44,48,0,22,1108,251,4,0
1108,251,4,0,EIKELAND,105,125,19,47,2,56,1108,251,4,0
1108,251,7,0,DRIVFLÅT,9,7,9,0,0,9,1108,252,1,0
1108,252,1,0,DRIVFLÅT,44,73,81,28,0,16,1108,252,1,0
1108,253,1,0,Øvre Kleppe,80,132,39,39,0,41,1108,253,1,0
1108,249,6,0,Nedre Kleppe,126,61,39,35,0,91,1108,253,2,0
1108,251,2,0,Nedre Kleppe,120,53,37,26,0,94,1108,253,2,0
1108,253,2,0,Nedre Kleppe,141,71,50,50,0,91,1108,253,2,0
1108,254,1,0,MÆLE,153,458,102,48,0,105,1108,254,1,0
1108,254,4,0,MÆLE,14,191,92,4,0,10,1108,254,4,0
1108,254,5,0,MÆLE,0,5,1,0,0,0,1108,254,4,0
1108,254,6,0,MÆLE,50,1,13,24,0,26,1108,254,6,0
1108,254,8,0,NYGÅRD,81,153,45,21,0,60,1108,254,8,0
1108,243,29,0,AUSTBØ,0,23,0,0,0,0,1108,254,10,0
1108,243,32,0,AUSTBØ,0,28,17,0,0,0,1108,254,10,0
1108,254,10,0,AUSTBØ,20,1,4,18,0,2,1108,254,10,0
1108,254,74,0,AUSTBØ,22,8,2,4,0,18,1108,254,10,0
1108,254,12,0,SJØGLYTT,7,1,3,5,0,2,1108,254,12,0
1108,254,16,0,SOLHEIM,24,2,2,6,0,18,1108,254,16,0
1108,254,41,0,MÆLSOSEN INDUSTRITOMT,0,3,37,0,0,0,1108,254,41,0
1111,1,6,0,LID,4,41,95,3,0,1,1111,1,6,0
1111,2,1,0,BU,0,,,0,0,0,1111,2,1,0
1111,2,2,0,BU,0,11,54,0,0,0,1111,2,2,0
1111,2,3,0,LØVLI,0,0,0,0,0,0,1111,2,3,0
1111,2,7,0,VALLEN,2,15,60,1,0,1,1111,2,7,0
1111,3,1,0,DYDLAND,71,151,2103,17,0,54,1111,3,1,0
1111,4,1,0,REG,14,54,0,2,10,2,1111,4,1,0
1111,5,1,0,MÅL,22,18,1358,16,0,6,1111,5,1,0
1111,5,2,0,MÅL,22,8,198,0,0,22,1111,5,2,0
1111,5,17,0,MÅL,0,0,1,0,0,0,1111,5,2,0
1111,5,4,0,Bakken,27,,,0,0,27,1111,5,4,0
1111,5,7,0,MÅL,21,94,2328,1,0,20,1111,5,7,0
1111,7,5,0,LOG,0,0,,0,0,0,1111,7,5,0
1111,7,6,0,LOG,0,902,0,0,0,0,1111,7,6,0
1111,7,73,0,LOG,0,0,13,0,0,0,1111,7,6,0
1111,8,6,0,LOG,0,12,44,0,0,0,1111,7,6,0
1111,7,10,0,LOG,3,3,2,3,0,0,1111,7,10,0
1111,7,15,0,LOGSTANGEN,0,902,5268,0,0,0,1111,7,15,0
1111,8,1,0,EIGELI,0,118,2043,0,0,0,1111,8,1,0
1111,8,1,1,,0,0,580,0,0,0,1111,8,1,1
1111,9,1,0,EIGELAND,26,164,2765,0,0,26,1111,9,1,0
1111,9,1,1,,0,3,890,0,0,0,1111,9,1,1
1111,10,1,0,SKOGESTAD,0,192,7383,0,0,0,1111,10,1,0
1111,12,1,0,STEINSLAND,0,1324,5951,0,0,0,1111,12,1,0
1111,12,1,1,,0,8,3068,0,0,0,1111,12,1,1
1111,13,4,0,KJISTHEI,0,25,1028,0,0,0,1111,13,4,0
1111,15,1,0,ØRSLAND LILLE,4,68,,4,0,0,1111,15,1,0
1111,15,4,0,ØRSLAND LILLE,0,30,168,0,0,0,1111,15,4,0
1111,15,5,0,ØRSLAND,7,54,,7,0,0,1111,15,5,0
1111,15,6,0,ØRSLAND LILLE,10,136,662,5,0,5,1111,15,6,0
1111,15,8,0,,5,20,195,0,2,3,1111,15,8,0
1111,14,4,0,,0,91,416,0,0,0,1111,15,9,0
1111,15,9,0,,3,74,655,3,0,0,1111,15,9,0
1111,16,1,0,ÅLGÅRD LILLE,152,146,425,18,12,122,1111,16,1,0
1111,16,2,0,ÅLGÅRD LILLE,23,274,375,19,0,4,1111,16,2,0
1111,17,1,0,ÅLGÅRD STORE,72,198,786,49,0,23,1111,17,1,0
1111,17,21,0,ÅLGÅRD STORE,1,0,0,1,0,0,1111,17,1,0
1111,18,4,0,ÅLGÅRD STORE,0,117,268,0,0,0,1111,17,1,0
1111,17,2,0,ÅLGÅRD STORE,32,294,588,17,0,15,1111,17,2,0
1111,17,5,0,ÅLGÅRD STORE,108,208,316,44,0,64,1111,17,5,0
1111,33,10,0,ÅLGÅRD STORE,1,81,474,0,0,1,1111,17,5,0
1111,18,2,0,EIKELI STORE,3,132,862,3,0,0,1111,18,2,0
1111,19,1,0,MYDLAND YTRE,0,0,1,0,0,0,1111,19,1,0
1111,19,3,0,MYDLAND YTRE,118,41,1043,25,30,63,1111,19,3,0
1111,19,4,0,MYDLAND YTRE,120,5,450,13,14,93,1111,19,4,0
1111,19,6,0,MYDLAND YTRE,135,23,1006,46,27,62,1111,19,6,0
1111,19,2,0,MYDLAND YTRE,0,0,,0,0,0,1111,19,7,0
1111,19,7,0,MYDLAND YTRE,74,52,,25,10,39,1111,19,7,0
1111,20,22,0,MYDLAND YTRE,0,0,92,0,0,0,1111,19,7,0
1111,20,29,0,MYDLAND YTRE,22,2,0,5,8,9,1111,19,7,0
1111,18,1,0,MYDLAND YTRE,55,127,1004,0,0,55,1111,19,8,0
1111,19,8,0,MYDLAND YTRE,57,40,400,17,2,38,1111,19,8,0
1111,19,17,0,MYDLAND YTRE,0,0,1,0,0,0,1111,19,8,0
1111,19,9,0,MYDLAND YTRE,73,28,383,16,19,38,1111,19,9,0
1111,19,21,0,MYDLAND YTRE,11,0,2,0,11,0,1111,19,9,0
1111,19,10,0,MYDLAND YTRE,117,41,901,22,4,91,1111,19,10,0
1111,20,4,0,MYDLAND INDRE,220,14,712,95,7,118,1111,20,4,0
1111,20,32,0,MYDLAND INDRE,0,13,39,0,0,0,1111,20,4,0
1111,20,5,0,MYDLAND INDRE,166,20,708,52,16,98,1111,20,5,0
1111,20,7,0,MYDLAND INDRE,0,0,3,0,0,0,1111,20,5,0
1111,20,11,0,MYDLAND INDRE,23,0,0,0,0,23,1111,20,5,0
1111,20,33,0,MYDLAND INDRE,32,6,27,6,9,17,1111,20,5,0
1111,20,37,0,MYDLAND INDRE,40,12,502,5,11,24,1111,20,5,0
1111,20,1,0,MYDLAND INDRE,29,0,2,4,0,25,1111,20,6,0
1111,20,2,0,MYDLAND INDRE,62,1,,12,0,50,1111,20,6,0
1111,20,6,0,MYDLAND INDRE,265,6,824,89,29,147,1111,20,6,0
1111,20,14,0,MYDLAND INDRE,46,2,156,10,5,31,1111,20,6,0
1111,13,6,0,MYDLAND INDRE,0,0,63,0,0,0,1111,20,10,0
1111,20,9,0,MYDLAND INDRE,113,41,680,36,3,74,1111,20,10,0
1111,20,10,0,MYDLAND INDRE,108,65,593,26,5,77,1111,20,10,0
1111,20,17,0,MYDLAND INDRE,27,0,0,0,0,27,1111,20,10,0
1111,20,13,0,MYDLAND INDRE,75,11,200,22,7,46,1111,20,15,0
1111,20,15,0,MYDLAND INDRE,102,29,172,37,11,54,1111,20,15,0
1111,13,1,0,SANTTO,0,424,1367,0,0,0,1111,20,23,0
1111,20,23,0,SANTTO,22,60,84,4,0,18,1111,20,23,0
1111,21,1,0,AARSVOLD,12,317,1732,11,0,1,1111,21,1,0
1111,21,2,0,ÅRSVOLD,14,330,1213,12,0,2,1111,21,2,0
1111,21,5,0,TRAVOLD,21,101,554,15,5,1,1111,21,5,0
1111,22,1,0,GULLAND,11,53,8,0,0,11,1111,22,1,0
1111,22,2,0,GULLAND,4,58,22,0,4,0,1111,22,2,0
1111,23,1,0,MYSSE ØVRE,26,394,1068,18,0,8,1111,23,1,0
1111,23,2,0,MYSSE ØVRE,0,28,1013,0,0,0,1111,23,2,0
1111,23,5,0,SOLBUKTA,3,79,74,0,0,3,1111,23,5,0
1111,23,6,0,NIBEN FRILUFTSPARK,20,91,155,10,0,10,1111,23,6,0
1111,25,1,0,SOLLI,15,176,1560,8,6,1,1111,25,1,0
1111,25,2,0,SOLLI,74,71,1455,3,6,65,1111,25,2,0
1111,26,1,0,MYRSTØL,14,515,1338,0,7,7,1111,26,1,0
1111,29,6,0,MYRSTØL,0,97,47,0,0,0,1111,26,1,0
1111,26,3,0,MYRSTØL,16,143,816,0,6,10,1111,26,3,0
1111,27,1,0,HÅLAND,10,908,,3,0,7,1111,27,1,0
1111,27,2,0,HÅLAND,15,,70,9,1,5,1111,27,2,0
1111,27,6,0,HÅLAND,21,75,55,9,3,9,1111,27,6,0
1111,27,13,0,LAMMELI,6,47,66,0,0,6,1111,27,13,0
1111,28,1,0,VIKEN,15,322,581,3,0,12,1111,28,1,0
1111,29,8,0,VIKEN,0,92,34,0,0,0,1111,28,1,0
1111,29,1,0,ORRESTAD,139,292,922,23,9,107,1111,29,1,0
1111,29,2,0,AARRESTAD,76,448,680,5,2,69,1111,29,2,0
1111,24,3,0,AARRESTAD,0,87,1135,0,0,0,1111,29,3,0
1111,29,3,0,AARRESTAD,33,,,13,0,20,1111,29,3,0
1111,29,4,0,ÅRRESTAD,6,124,127,4,0,2,1111,29,4,0
1111,24,1,0,AARRSTAD,0,114,1141,0,0,0,1111,29,5,0
1111,29,5,0,AARRSTAD,91,264,346,20,0,71,1111,29,5,0
1111,29,9,0,AARRSTAD,0,16,87,0,0,0,1111,29,5,0
1111,30,1,0,MYSSE NEDRE,146,105,,31,5,110,1111,30,1,0
1111,30,2,0,MYSSE NEDRE,0,0,0,0,0,0,1111,30,1,0
1111,30,4,0,MYSSE NEDRE,82,79,281,4,15,63,1111,30,4,0
1111,30,3,0,MYSSE NEDRE,33,137,280,21,0,12,1111,30,5,0
1111,30,5,0,MYSSE NEDRE,88,60,269,22,0,66,1111,30,5,0
1111,30,6,0,MYSSE NEDRE,19,123,301,9,0,10,1111,30,6,0
1111,30,32,0,,0,0,1,0,0,0,1111,30,32,0
1111,30,34,0,,0,0,1,0,0,0,1111,30,34,0
1111,30,41,0,,0,0,1,0,0,0,1111,30,41,0
1111,17,8,0,LITLE ÅMDAL,16,67,268,0,0,16,1111,31,1,0
1111,31,1,0,LITLE ÅMDAL,72,18,600,32,0,40,1111,31,1,0
1111,32,4,0,LITLE ÅMDAL,90,199,616,45,0,45,1111,31,1,0
1111,31,2,0,OMDAL LILLE,83,40,778,11,2,70,1111,31,2,0
1111,31,3,0,OMDAL LILLE,96,8,611,8,8,80,1111,31,3,0
1111,31,21,0,OMDAL LILLE,1,0,0,1,0,0,1111,31,3,0
1111,32,7,0,OMDAL LILLE,22,15,1,0,0,22,1111,31,3,0
1111,32,1,0,STØLE ØVRE,77,38,,9,2,66,1111,32,1,0
1111,33,2,0,OMDAL STORE,72,89,1312,15,4,53,1111,33,2,0
1111,34,1,0,OMDAL STORE,9,221,1013,9,0,0,1111,33,2,0
1111,33,1,0,OMDAL STORE,62,165,170,13,0,49,1111,33,5,0
1111,33,4,0,OMDAL STORE,56,21,461,12,2,42,1111,33,5,0
1111,33,5,0,OMDAL STORE,41,73,27,16,0,25,1111,33,5,0
1111,34,4,0,ELVESTRØM,5,179,807,1,0,4,1111,34,4,0
1111,34,5,0,ELVESTRØM,0,56,257,0,0,0,1111,34,5,0
1111,35,1,0,LØTOPT,124,41,693,0,41,83,1111,35,1,0
1111,34,6,0,LØTOFT,0,41,49,0,0,0,1111,35,2,0
1111,35,2,0,LØTOFT,79,169,373,0,47,32,1111,35,2,0
1111,36,1,0,TOKS,0,280,429,0,0,0,1111,36,1,0
1111,36,2,0,TOKS,26,132,335,0,0,26,1111,36,1,0
1111,37,1,0,STØLE NEDRE,59,47,164,0,22,37,1111,37,1,0
1111,37,3,0,STØLE NEDRE,40,103,128,4,16,20,1111,37,3,0
1111,37,5,0,STØLE NEDRE,0,3,0,0,0,0,1111,37,3,0
1111,37,4,0,STØLE NEDRE,38,50,161,7,4,27,1111,37,4,0
1111,37,10,0,SOLBERG,0,0,5,0,0,0,1111,37,10,0
1111,38,1,0,FRØYTLOG,11,378,1725,11,0,0,1111,38,1,0
1111,17,3,0,FRØYTLOG,0,27,4,0,0,0,1111,38,3,0
1111,38,3,0,FRØYTLOG,9,181,473,8,0,1,1111,38,3,0
1111,1,1,0,SANDBEKK,0,191,2548,0,0,0,1111,39,1,0
1111,7,126,0,SANDBEKK,0,179,1775,0,0,0,1111,39,1,0
1111,11,1,0,SANDBEKK,0,0,1363,0,0,0,1111,39,1,0
1111,11,6,0,SANDBEKK,0,0,4095,0,0,0,1111,39,1,0
1111,39,1,0,SANDBEKK,5,233,1809,1,0,4,1111,39,1,0
1111,45,13,0,SANDBEKK,1,5,368,0,0,1,1111,39,1,0
1111,45,38,0,SANDBEKK,0,223,739,0,0,0,1111,39,1,0
1111,56,41,0,SANDBEKK,0,8,5,0,0,0,1111,39,1,0
1111,56,234,0,SANDBEKK,0,1,0,0,0,0,1111,39,1,0
1111,56,260,0,SANDBEKK,0,3,0,0,0,0,1111,39,1,0
1111,58,4,0,SANDBEKK,0,0,9,0,0,0,1111,39,1,0
1111,40,1,0,SEL,30,51,180,0,4,26,1111,40,1,0
1111,40,2,0,SEL,1,83,151,0,1,0,1111,40,2,0
1111,41,1,0,BRANDSBERG,13,101,39,13,0,0,1111,41,1,0
1111,41,2,0,BRANDSBERG,2,83,62,2,0,0,1111,41,2,0
1111,42,1,0,SKJÆVRÅS,146,98,66,23,12,111,1111,42,1,0
1111,43,1,0,SKJÆVRÅS,42,57,47,0,8,34,1111,42,1,0
1111,42,3,0,SKJÆVRÅS,92,43,130,0,10,82,1111,42,3,0
1111,42,13,0,SKJÆVRÅS,6,0,0,0,0,6,1111,42,3,0
1111,42,14,0,SKJÆVRÅS,28,36,1,0,0,28,1111,42,3,0
1111,43,2,0,KRONEN,145,5,32,12,27,106,1111,43,2,0
1111,44,1,0,FITJA,8,21,18,6,0,2,1111,44,1,0
1111,59,26,0,FITJA,0,5,15,0,0,0,1111,44,1,0
1111,44,3,0,FITJA,67,68,19,13,2,52,1111,44,3,0
1111,59,8,0,FITJA,51,38,50,5,0,46,1111,44,3,0
1111,59,19,0,FITJA,4,15,7,0,0,4,1111,44,3,0
1111,44,4,0,FITJA,54,77,60,2,5,47,1111,44,4,0
1111,44,5,0,FITJA,14,43,3,7,0,7,1111,44,4,0
1111,45,1,0,ÅMOT,93,97,188,23,4,66,1111,45,1,0
1111,45,4,0,ÅMOT,10,18,27,1,0,9,1111,45,4,0
1111,45,5,0,ÅMODT,8,49,103,0,0,8,1111,45,5,0
1111,45,6,0,ÅMODT,74,1,2,14,0,60,1111,45,6,0
1111,45,7,0,ÅMODT,19,51,5,9,0,10,1111,45,7,0
1111,45,82,0,ÅMODT,0,1,0,0,0,0,1111,45,7,0
1111,45,9,0,ÅMODT,25,89,146,10,0,15,1111,45,9,0
1111,45,11,0,ÅMODT,46,48,150,24,0,22,1111,45,11,0
1111,7,74,0,MONEN,0,1,0,0,0,0,1111,45,21,0
1111,45,21,0,MONEN,14,24,452,10,0,4,1111,45,21,0
1111,53,49,0,MONEN,0,0,9,0,0,0,1111,45,21,0
1111,56,1,0,MONEN,0,34,,0,0,0,1111,45,21,0
1111,56,48,0,MONEN,0,51,53,0,0,0,1111,45,21,0
1111,56,228,0,MONEN,4,22,13,4,0,0,1111,45,21,0
1111,56,257,0,MONEN,1,0,30,1,0,0,1111,45,21,0
1111,73,1,0,MONEN,0,37,67,0,0,0,1111,45,21,0
1111,74,1,0,MONEN,2,90,104,2,0,0,1111,45,21,0
1111,96,3,0,MONEN,71,207,2650,6,3,62,1111,45,21,0
1111,45,25,0,MONATEIGEN,11,22,5,0,0,11,1111,45,25,0
1111,45,51,0,STØLSFLATEN,0,0,1,0,0,0,1111,45,51,0
1111,45,70,0,KNUDEHAGEN 3,0,0,1,0,0,0,1111,45,70,0
1111,46,1,0,HANABERG,113,117,902,31,1,81,1111,46,1,0
1111,46,3,0,HANABERG,45,168,1064,19,11,15,1111,46,1,0
1111,71,1,0,HANABERG,0,92,72,0,0,0,1111,46,1,0
1111,71,3,0,HANABERG,6,93,84,6,0,0,1111,46,1,0
1111,46,2,0,,61,214,391,27,0,34,1111,46,2,0
1111,46,4,0,HANABERG,58,258,959,27,0,31,1111,46,4,0
1111,46,7,0,NYGAARD,2,14,1,0,2,0,1111,46,7,0
1111,54,12,0,NYGAARD,2,1,3,0,2,0,1111,46,7,0
1111,46,9,0,NYGAARD,7,3,4,7,0,0,1111,46,9,0
1111,46,31,0,FOSSBAKK I,1,0,2,1,0,0,1111,46,31,0
1111,46,32,0,FOSSBAKK I,7,0,0,4,0,3,1111,46,31,0
1111,46,33,0,FOSSBAKK I,2,0,5,0,0,2,1111,46,31,0
1111,54,6,0,FOSSBAKK I,4,0,4,0,0,4,1111,46,31,0
1111,54,14,0,FOSSBAKK I,1,0,3,1,0,0,1111,46,31,0
1111,78,11,0,FOSSBAKK I,4,7,0,0,0,4,1111,46,31,0
1111,46,45,0,,9,1,0,2,0,7,1111,46,45,0
1111,47,1,0,AARSTAD,116,78,371,90,0,26,1111,47,1,0
1111,47,3,0,AARSTAD,55,65,80,44,0,11,1111,47,1,0
1111,47,6,0,AARSTAD,65,84,71,60,0,5,1111,47,1,0
1111,47,21,0,AARSTAD,0,0,1,0,0,0,1111,47,1,0
1111,47,2,0,ÅRSTAD,105,58,298,86,0,19,1111,47,2,0
1111,47,4,0,AARSTAD,41,10,8,41,0,0,1111,47,4,0
1111,47,5,0,AARSTAD,7,4,26,7,0,0,1111,47,5,0
1111,47,135,0,AARSTAD,7,0,0,0,0,7,1111,47,5,0
1111,47,7,0,ÅRSTAD,0,14,12,0,0,0,1111,47,7,0
1111,45,46,0,ÅRSTAD,4,16,4,0,0,4,1111,47,10,0
1111,47,10,0,ÅRSTAD,11,15,45,10,0,1,1111,47,10,0
1111,47,11,0,ÅRSTAD,3,0,4,3,0,0,1111,47,11,0
1111,54,8,0,ÅRSTAD,6,0,1,0,0,6,1111,47,11,0
1111,47,12,0,ÅRSTAD,12,4,29,8,0,4,1111,47,12,0
1111,47,13,0,STORNØGGELEN,0,83,70,0,0,0,1111,47,13,0
1111,47,14,0,STORNØGGELEN,0,0,0,0,0,0,1111,47,13,0
1111,47,15,0,SOLVANG,41,2,3,12,5,24,1111,47,15,0
1111,47,27,0,SOLVANG,16,0,2,11,5,0,1111,47,15,0
1111,47,29,0,SOLVANG,25,19,7,9,1,15,1111,47,15,0
1111,52,10,0,SOLVANG,8,1,2,8,0,0,1111,47,15,0
1111,47,19,0,SOLHEIM,2,0,5,0,0,2,1111,47,19,0
1111,78,1,0,SOLHEIM,21,0,11,0,0,21,1111,47,19,0
1111,47,23,0,AASHEIM,5,0,4,0,0,5,1111,47,23,0
1111,78,6,0,AASHEIM,12,1,0,0,0,12,1111,47,23,0
1111,47,36,0,SOLHOM,0,0,3,0,0,0,1111,47,36,0
1111,47,38,0,KNAUSEN,1,0,1,1,0,0,1111,47,38,0
1111,47,63,0,ÅRREBERGET II,4,0,4,4,0,0,1111,47,63,0
1111,47,117,0,KNATTEN,0,0,2,0,0,0,1111,47,117,0
1111,48,1,0,LØVÅS NEDRE,49,54,105,16,1,32,1111,48,1,0
1111,48,2,0,LØVÅS NEDRE,74,61,129,6,8,60,1111,48,2,0
1111,48,3,0,LØVÅS NEDRE,80,55,,1,25,54,1111,48,3,0
1111,49,1,0,LØVÅS ØVRE,80,133,864,5,13,62,1111,49,1,0
1111,49,4,0,LØVÅS ØVRE,49,43,297,4,2,43,1111,49,4,0
1111,50,3,0,KNUBEDAL,0,9,54,0,0,0,1111,50,3,0
1111,51,7,0,LAUGENS LAKSEFIS,,,,,,,1111,51,7,0
1111,52,1,0,KJELLAND,69,77,146,6,13,50,1111,52,1,0
1111,52,2,0,KJELLAND,75,125,80,0,4,71,1111,52,1,0
1111,52,12,0,MYRHAUG,0,0,1,0,0,0,1111,52,12,0
1111,53,3,0,AAROS,3,0,66,0,0,3,1111,53,3,0
1111,53,4,0,AAROS,3,0,47,0,0,3,1111,53,4,0
1111,53,6,0,AAROS,20,0,73,0,0,20,1111,53,6,0
1111,53,29,0,VIKABAKKEN,7,0,2,0,0,7,1111,53,29,0
1111,53,50,0,VOLLEN,4,0,3,0,0,4,1111,53,50,0
1111,53,108,0,SPINNERIHØLEN,1,0,0,0,0,1,1111,53,108,0
1111,53,109,0,ÅROSBRU,4,0,3,0,0,4,1111,53,109,0
1111,54,1,0,NESET,5,2,7,0,1,4,1111,54,1,0
1111,54,2,0,NESET,14,0,8,0,2,12,1111,54,2,0
1111,54,3,0,NESET,11,6,13,0,0,11,1111,54,3,0
1111,54,11,0,NESET,0,1,0,0,0,0,1111,54,3,0
1111,54,4,0,NESSET,11,0,7,0,0,11,1111,54,4,0
1111,54,7,0,STRANDBAKKEN,4,0,2,0,0,4,1111,54,7,0
1111,54,13,0,NESET,11,0,1,0,0,11,1111,54,13,0
1111,78,7,0,NESET,6,0,0,0,0,6,1111,54,13,0
1111,54,16,0,DALEN,3,0,1,0,0,3,1111,54,16,0
1111,47,127,0,LILLE-TEIGEN,12,0,5,0,0,12,1111,54,17,0
1111,54,17,0,LILLE-TEIGEN,4,0,2,0,0,4,1111,54,17,0
1111,78,24,0,LILLE-TEIGEN,5,0,2,0,0,5,1111,54,17,0
1111,55,1,0,HAUGE,55,3,13,55,0,0,1111,55,2,0
