komnr,gardsnr,bruksnr,festenr,bruksnavn,jordbruksareal,annetareal,skogareal,fulldyrket,overflatedyrket,innmarksbeite,koordsys,nord,ost
1101,85,2,0,HEIMTUN,66,1,118,3,0,63,22,6494913,337478
1101,86,1,0,LIA,153,2838,238,24,11,118,22,6494570,337294
1101,86,6,0,FERIEKOLONI LIEN,0,13,5,0,0,0,22,6494722,337468
1101,87,1,0,HOLTE,113,1056,107,13,0,100,22,6494428,336670
1101,88,1,0,ÅMOT,55,514,72,0,0,55,22,6493835,335892
1101,89,1,0,FEDEN,146,598,74,41,0,105,22,6493318,335436
1101,90,2,0,HOVLAND,173,2152,149,52,0,121,22,6492757,334541
1101,90,5,0,HOVLAND,35,680,119,12,0,23,22,6492734,334492
1101,91,1,0,LITLE HOGSTAD,22,483,271,15,0,7,22,6492418,334875
1101,91,8,0,,2,14,2,2,0,0,22,6492500,334970
1101,92,1,0,BERGE,44,308,283,37,2,5,22,6492147,335051
1101,92,23,0,MYRVOLL,365,30,35,79,11,275,22,6491945,335420
1101,92,25,0,BAKKETUN,2,2,8,2,0,0,22,,
1101,93,2,0,HOGSTAD STORE,22,66,290,22,0,0,22,6491594,334365
1101,93,3,0,HOGSTAD STORE,173,30,200,45,0,128,22,6491896,334825
1101,93,4,0,HOGSTAD STORE,10,76,315,9,0,1,22,6491681,334614
1101,93,21,0,FJELDTUN,30,10,26,12,0,18,22,6491347,334511
1101,94,1,0,RAMSLAND,0,2,0,0,0,0,22,6491772,334195
1101,94,4,0,RAMSLAND,7,12,40,7,0,0,22,6492123,334500
1101,94,6,0,EKER,12,6,22,4,1,7,22,6492289,334555
1101,94,19,0,SOLHEIM,0,1,0,0,0,0,22,,
1101,94,36,0,RAMSLAND,43,5,11,0,0,43,22,6491906,333883
1101,94,66,0,RAMSLAND,37,1,19,7,0,30,22,,
1101,95,1,0,SVÅLESTAD,202,417,329,36,11,155,22,6491610,333736
1101,95,2,0,SVÅLESTAD,450,2880,285,83,5,362,22,6491633,333758
1101,96,1,0,EPTELAND,135,1231,100,38,2,95,22,6493309,332869
1101,97,1,0,MYSSINGEN,262,680,99,67,23,172,22,6492625,332928
1101,98,1,0,,202,867,154,15,0,187,22,6491474,333070
1101,98,3,0,STRØMSTAD,185,363,207,64,0,121,22,6491435,333017
1101,99,1,0,BIRKELAND,402,376,252,154,0,248,22,6491018,333270
1101,99,6,0,SOLHEIM,6,3,5,6,0,0,22,6490701,333460
1101,100,1,0,HESTVIK,111,531,136,55,2,54,22,6490578,332627
1101,101,3,0,,0,718,199,0,0,0,22,6487705,333058
1101,101,6,0,MØGEDAL,144,323,114,48,0,96,22,6487833,332951
1101,101,7,0,MØGEDAL,553,5529,304,190,20,343,22,6488511,333053
1101,103,1,0,EIGELAND,112,1348,250,40,4,68,22,6485921,332776
1101,103,2,0,EIGELAND SØNDRE,0,575,230,0,0,0,22,6486995,331909
1101,104,1,0,ØVRE ÅMDAL,0,888,220,0,0,0,22,6487993,331508
1101,105,1,0,NEDRE ÅMDAL,124,308,90,2,0,122,22,6487822,331199
1101,107,2,0,LØVOLDEN,71,18,33,38,0,33,22,6490133,331545
1101,107,3,0,HELLELAND,59,116,81,,,,22,6490642,332062
1101,107,4,0,HELLELAND,147,138,59,50,0,97,22,6490538,332093
1101,107,7,0,LILLE KROSMOEN,4,10,5,4,0,0,22,6490453,331147
1101,107,8,0,OPHOLDSSTED,14,86,72,13,0,1,22,,
1101,107,9,0,GAASHUS,106,114,91,18,2,86,22,6491671,331510
1101,107,50,0,HELLELAND KIRKE,20,22,0,20,0,0,22,,
1101,107,53,0,,208,1419,1151,109,0,99,22,6490562,331773
1101,107,56,0,KLOKKERGÅRDSVN.7,0,1,0,0,0,0,22,0,0
1101,107,61,0,KLOKKERGÅRDSV.11,0,2,0,0,0,0,23,6490897,332592
1101,108,1,0,TVEIDA,469,899,189,111,0,358,22,6492163,331150
1101,109,1,0,EKESTEN,21,17,37,9,0,12,22,6492059,329604
1101,109,2,0,EKESTEN,115,431,193,38,0,77,22,6491937,330321
1101,109,4,0,EKESTEN,167,516,208,37,0,130,22,6492035,330468
1101,109,5,0,EKESTEN,89,25,55,11,0,78,22,6491854,330395
1101,110,1,0,BRYNNESLAND,54,26,39,25,0,29,22,6491403,330859
1101,110,2,0,"KOMMUNESKOGEN, BRYNNINGSLAND",0,20,162,0,0,0,22,6491113,330597
1101,111,1,0,KLUNGLAND,236,464,192,102,0,134,22,6490854,330699
1101,111,10,0,BIRKENES,45,12,6,11,0,34,22,6490496,330759
1101,111,23,0,,26,643,330,7,1,18,22,6490122,330732
1101,112,2,0,LOMELAND,103,533,96,26,4,73,22,6490312,329721
1101,112,3,0,LOMELAND,289,215,136,71,0,218,22,6490748,329802
1101,112,5,0,LOMELAND,413,1076,216,194,0,219,22,6490077,329723
1101,112,7,0,STORSKOGEN,0,192,276,0,0,0,22,6491420,328917
1101,114,5,0,,0,6,0,0,0,0,22,6489529,329119
1101,115,1,0,SLEVELAND,207,200,124,112,3,92,22,6489452,327530
1101,115,2,0,SLEVELAND,119,356,70,42,0,77,22,6489605,327653
1101,115,3,0,SLEVELAND,332,335,132,76,23,233,22,6489212,327935
1101,115,4,0,SLEVELAND,279,45,6,85,0,194,22,6489189,327507
1101,115,5,0,SLEVELAND,82,604,211,47,3,32,22,6489007,327724
1101,115,10,0,,160,236,102,48,0,112,22,6489571,327769
1101,115,11,0,LUNDGÅRD,323,778,258,128,7,188,22,6489569,327821
1101,116,1,0,EIGELANDSDALEN,49,0,0,15,0,34,22,6500855,352500
1101,116,2,0,EIGELANDSDALEN,42,732,386,16,0,26,22,6501031,352452
1101,116,4,0,EIGELANDSDALEN,46,2568,207,20,0,26,22,6501170,352304
1101,116,5,0,EIGELANDSDALEN,25,,,,,25,22,,
1101,116,9,0,GRØNNELIEN,0,0,0,0,0,0,22,,
1101,116,12,0,NYGÅRD,208,2395,546,134,0,74,22,6500821,352607
1101,116,15,0,SOLBORG,20,634,231,20,0,0,22,6500691,352431
1101,117,1,0,ÅSEN,89,2222,1330,79,0,10,22,6499996,351984
1101,117,11,0,,0,1,2,0,0,0,22,6499992,351535
1101,118,1,0,GYA,241,4515,288,89,10,142,22,6497677,345621
1101,118,2,0,GYA,175,4855,736,104,9,62,22,6497583,345460
1101,118,6,0,GYA,119,1478,277,92,0,27,22,6497967,345556
1101,118,12,0,NYGÅRD,150,5983,145,76,6,68,22,6498071,345802
1101,118,32,0,,0,1,0,0,0,0,22,,
1101,119,1,0,GYSTØL,147,6839,306,73,0,74,22,6499510,350134
1101,121,1,0,GRØSFJELL,176,0,0,70,0,106,22,6485557,340493
1101,121,2,0,GRØSFJELL,227,522,0,82,2,143,22,6485796,340237
1101,121,3,0,GRØSFJELL,309,7,16,80,0,229,22,6485840,340531
1101,121,5,0,GRØSFJELL,811,216,316,171,5,635,22,6485694,340488
1101,121,9,0,BARNETJERN,8,7,16,4,0,4,22,,
1101,121,13,0,SOLBAKKEN,10,2,2,6,0,4,22,,
1101,122,1,0,EIGELAND VESTRE,384,534,451,145,0,239,22,6485287,339580
1101,122,2,0,EIGELAND,258,168,86,102,0,156,22,6485306,339466
1101,123,1,0,SKAILAND,116,975,243,53,6,57,22,6484310,339368
1101,123,2,0,SKAILAND,296,866,83,49,0,247,22,6483615,339183
1101,123,5,0,SKAILAND,140,1412,267,21,0,119,22,6484424,339310
1101,123,9,0,SKAILAND,211,811,194,66,9,136,22,6484244,339316
1101,99999,3001,0,SLAKTERILEVERANDØR,0,0,0,,,,22,,
1101,99999,3002,0,SLAKTERILEVERANDØR,0,0,0,,,,22,,
1101,99999,3005,0,SKOGAVGIFT,0,0,0,,,,22,,
1101,99999,3011,0,KJØTTLEVERANDØR SONE 0,0,0,0,,,,22,,
1101,99999,3012,0,SLAKTERILEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3021,0,EIGERSUND SMÅFELAG,0,0,0,,,,22,,
1101,99999,3022,0,SLAKTERILEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3031,0,DALBUEN VERARING,0,0,0,,,,22,,
1101,99999,3032,0,SLAKTERILEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3041,0,HELLELAND SAU- OG GEITALSLAG,0,0,0,,,,22,,
1101,99999,3042,0,SLAKTERILEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3052,0,SLAKTERILEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3062,0,SLAKTERILEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3072,0,SLAKTERILEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3081,0,.,0,0,0,0,0,0,22,,
1101,99999,3082,0,SLAKTERILEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3092,0,LEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3102,0,LEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,3112,0,KJØTTLEVERANDØR SONE 2,0,0,0,,,,22,,
1101,99999,9999,0,VETERINÆRER,0,0,0,,,,22,,
1102,62,66,0,STANGELAND,0,1,0,0,0,0,22,6528719,310515
1103,1,1,0,Søre Lunde,122,17,10,86,0,36,22,6549250,313943
1103,1,3,0,Søre Lunde,51,13,13,25,0,26,22,6549106,313918
1103,1,5,0,Nygård,74,10,0,45,0,29,22,6549248,314275
1103,1,6,0,Søre Lunde,141,21,8,38,0,103,22,6549326,314257
1103,1,7,0,Søre Lunde,62,13,12,36,0,26,22,6549208,314096
1103,1,8,0,Søre Lunde,67,17,7,49,2,16,22,6549219,314140
1103,1,17,0,Østvoll,54,19,6,47,0,7,22,6549240,314039
1103,2,1,0,Nordre Lunde,60,0,0,46,0,14,22,6549323,314066
1103,2,3,0,Nordre Lunde,26,8,1,25,0,1,22,,
1103,2,5,0,Nordre Lunde,226,0,13,110,10,106,22,6549323,313972
1103,2,7,0,Nordre Lunde,46,0,16,16,0,30,22,6549387,314373
1103,2,8,0,Midtbø,106,0,12,42,0,64,22,6549329,313812
1103,2,9,0,Høygård,79,0,5,38,0,41,22,6549234,313791
1103,2,19,0,Vestli,7,4,5,4,0,3,22,6549935,314049
1103,2,20,0,Norgard,0,0,12,0,0,0,22,6549874,314130
1103,2,24,0,Nordtun I,100,17,0,80,0,20,22,6549413,314110
1103,3,1,0,Meling,67,0,18,37,0,30,22,6549073,312395
1103,3,2,0,Meling,111,0,0,90,0,21,22,6549025,313343
1103,3,3,0,Meling,51,0,0,30,0,21,22,6549082,313485
1103,3,4,0,Østregård,15,0,8,14,1,0,22,6549104,313510
1103,3,6,0,Meling,60,53,12,42,0,18,22,6549095,313642
1103,3,7,0,Meling,51,0,13,27,0,24,22,6549137,313749
1103,3,8,0,Meling,60,0,0,53,2,5,22,6549078,313422
1103,3,9,0,Beiten,69,0,1,63,0,6,22,6549420,313218
1103,3,10,0,Myren,68,0,0,60,0,8,22,6549401,313066
1103,3,11,0,Lien,62,0,1,41,0,21,22,6548997,313696
1103,3,13,0,Dalen,2,8,0,0,0,2,22,6548892,313612
1103,3,16,0,Nygård,71,3,0,49,0,22,22,6549687,313362
1103,3,18,0,Nordbø,68,30,0,45,0,23,22,6549290,313329
1103,3,21,0,Nordbø,43,0,1,42,0,1,22,6549502,313331
1103,3,23,0,Rossnes,158,24,0,79,0,79,22,6550071,312568
1103,3,24,0,Rossnes,169,40,5,82,0,87,22,6550018,312686
1103,3,29,0,Vestmark,56,46,18,34,0,22,22,6549108,312093
1103,3,55,0,,50,24,0,0,0,50,22,6548930,312283
1103,3,56,0,,2,0,5,0,0,2,22,,
1103,4,1,0,Lunde,103,6,6,63,0,40,22,6545297,312878
1103,4,2,0,Lunde,14,3,6,14,0,0,22,6545356,313205
1103,4,3,0,Lunde,102,16,27,48,14,40,22,6545475,312914
1103,4,4,0,Lunde,0,1,0,0,0,0,22,6544314,313671
1103,4,8,0,Lunde,32,4,2,19,3,10,22,6545245,313029
1103,4,10,0,Lunde,65,77,40,55,0,10,22,6545451,312801
1103,4,13,0,,64,0,37,54,0,10,22,6545462,312850
1103,4,15,0,,1,4,0,1,0,0,22,6545387,312649
1103,5,10,0,Skeie,6,12,0,0,0,6,22,6544945,312776
1103,5,36,0,Østvoll,0,2,0,0,0,0,22,6544757,312640
1103,5,37,0,Slettebø,0,2,0,0,0,0,22,6544675,312467
1103,5,38,0,Tunheim,0,0,0,0,0,0,22,6544925,312338
1103,5,603,0,,18,1,7,2,0,16,22,6545059,312923
1103,5,819,0,,6,5,0,6,0,0,22,6545009,313018
1103,5,960,0,,0,24,5,0,0,0,22,6544782,312732
1103,5,961,0,,91,23,0,26,54,11,22,,
1103,6,4,0,Husabø,0,0,0,0,0,0,22,6544637,312315
1103,6,7,0,Husabø,0,0,0,0,0,0,22,6544571,311927
1103,6,10,0,Husabø,0,2,0,0,0,0,22,6544723,312180
1103,6,11,0,Hundvåg,110,265,383,1,0,109,22,6544554,311178
1103,6,12,0,,0,2,0,0,0,0,22,6544376,311776
1103,6,13,0,,46,11,0,46,0,0,22,6544441,311911
1103,6,14,0,,61,4,4,61,0,0,22,6544543,311858
1103,6,16,0,,0,2,0,0,0,0,22,6544611,312002
1103,6,33,0,Landa,0,0,0,0,0,0,22,6544764,312152
1103,6,888,0,,33,12,0,33,0,0,22,,
1103,6,953,0,HUSEBØ,18,0,0,18,0,0,22,,
1103,7,1,0,Austbø,44,10,0,33,0,11,22,6544324,312610
1103,7,7,0,Austbø,8,10,0,8,0,0,22,6544109,312765
1103,7,10,0,Austbø,0,1,0,0,0,0,22,6544170,312732
1103,7,14,0,,14,8,5,1,3,10,22,6544223,312763
1103,7,17,0,,8,5,0,8,0,0,22,6544022,312599
1103,7,18,0,AUSTBØ,0,2,0,0,0,0,22,6543902,312504
1103,7,26,0,,0,0,0,0,0,0,22,6544722,312958
1103,7,80,0,Nyland,0,179,5,0,0,0,22,,
1103,7,476,0,,20,2,1,20,0,0,22,6544498,312678
1103,7,1193,0,,0,0,0,0,0,0,22,6544204,313025
1103,7,1442,0,,22,12,0,16,0,6,22,,
1103,9,1,0,Lindøy,51,109,127,33,2,16,22,6543378,316817
1103,10,1,0,Hellesøy,16,35,34,0,0,16,22,6542799,317441
1103,10,3,0,Søre Hellesøy,14,20,157,8,0,6,22,6542685,317517
1103,11,1,0,Kalvøy,21,76,194,4,12,5,22,6541851,318023
1103,11,2,0,Kalvøy,36,138,201,17,13,6,22,6541933,318083
1103,11,4,0,Solhidler,0,8,2,0,0,0,22,6541854,317885
1103,13,154,0,Rogaland Fellessalg,0,97,2,0,0,0,22,,
1103,14,2,0,Kvie,14,37,25,4,0,10,22,,
1103,14,6,0,Gausel,13,10,17,9,0,4,22,6533667,311561
1103,14,7,0,Gausel,0,0,0,0,0,0,22,6533753,311435
1103,14,12,0,,0,1,0,0,0,0,22,6534160,311680
1103,14,16,0,,25,10,0,0,0,25,22,,
1103,14,30,0,Nygård,0,2,0,0,0,0,22,6533594,311784
1103,14,32,0,Slettestrand,0,30,1,0,0,0,22,6533256,312321
1103,14,34,0,Bjørkåsen,0,1,0,0,0,0,22,6534139,311491
1103,14,42,0,Midtgård,0,8,2,0,0,0,22,6533163,312399
1103,14,1411,0,,2,3,9,2,0,0,22,,
1103,15,48,0,,0,86,13,0,0,0,22,6533944,309782
1103,16,3,0,Jåttå,17,0,0,17,0,0,22,6534780,310576
1103,16,4,0,Jåttå,52,14,0,52,0,0,22,6534271,310380
1103,16,5,0,Svartholen,74,9,0,74,0,0,22,6535389,309284
1103,16,6,0,Svartholen,23,9,6,23,0,0,22,6535065,309151
1103,16,7,0,Svartholen,40,10,0,40,0,0,22,6535194,309088
1103,16,9,0,Jåttå,63,0,21,40,3,20,22,6534599,310706
1103,16,10,0,Jåttå,72,6,34,55,0,17,22,6534419,310830
1103,16,11,0,,50,0,0,50,0,0,22,6535154,310137
1103,16,13,0,,20,32,1,11,0,9,22,6535057,310219
1103,16,14,0,Østre Kvalebergheien,7,10,9,7,0,0,22,6535495,309476
1103,16,15,0,,59,42,2,47,0,12,22,6535427,309626
1103,16,17,0,Vestre Kvalebergheien,7,8,0,7,0,0,22,6535462,309385
1103,16,23,0,,2,0,0,2,0,0,22,6534941,310189
1103,16,24,0,,23,1,3,17,0,6,22,6534982,311307
1103,16,25,0,Midgård,58,5,0,54,0,4,22,6534975,309617
1103,16,27,0,Nordgård,0,3,0,0,0,0,22,6535034,309574
1103,16,28,0,,0,0,0,0,0,0,22,6534631,310257
1103,16,29,0,,86,8,0,85,0,1,22,6536407,309922
1103,16,30,0,,45,8,0,45,0,0,22,6536379,309711
1103,16,31,0,,19,5,0,11,3,5,22,6534947,310804
1103,16,32,0,,6,0,0,6,0,0,22,6535069,311128
1103,16,35,0,Storeholen,62,0,0,62,0,0,22,6534259,310312
1103,16,36,0,,120,0,5,120,0,0,22,6535228,310206
1103,16,38,0,Asgård,3,3,0,1,0,2,22,6535316,311133
1103,16,39,0,,4,2,0,4,0,0,22,6535221,311010
1103,16,40,0,,0,0,0,0,0,0,22,6534730,310039
1103,16,41,0,,117,19,2,105,0,12,22,6535381,310696
1103,16,43,0,,58,11,13,54,0,4,22,6535709,309992
1103,16,44,0,,0,0,0,0,0,0,22,6534788,310302
1103,16,45,0,,14,1,0,14,0,0,22,6535381,311028
1103,16,48,0,,268,19,0,256,0,12,22,6534587,310132
1103,16,49,0,,20,5,0,20,0,0,22,6534425,310144
1103,16,52,0,,119,5,0,119,0,0,22,6535418,310362
1103,16,54,0,,23,0,0,23,0,0,22,6535414,310221
1103,16,56,0,Boganes,11,9,1,11,0,0,22,6535127,312234
1103,16,60,0,,63,1,4,63,0,0,22,6534748,310430
1103,16,61,0,,1,0,2,1,0,0,22,6534980,309849
1103,16,62,0,Solbakk,15,6,0,9,3,3,22,6534704,310622
1103,16,64,0,Nygård,0,0,0,0,0,0,22,6534856,311386
1103,16,65,0,Rosendal,0,5,0,0,0,0,22,6534713,311419
1103,16,67,0,Nydal,0,0,0,0,0,0,22,6534871,311639
1103,16,77,0,Nybrot,28,0,8,28,0,0,22,6534425,310653
1103,16,83,0,Slettebø,31,0,1,29,0,2,22,6534432,310473
1103,16,88,0,Austtun,4,12,24,0,0,4,22,6534577,311167
1103,16,93,0,Nordmarken,70,21,8,51,0,19,22,6535710,309669
1103,16,99,0,Rogstadmarken,122,11,0,122,0,0,22,6535937,309957
1103,16,103,0,Nygård,49,14,0,49,0,0,22,6536195,309594
1103,16,125,0,Nyland,10,3,0,10,0,0,22,,
1103,16,132,0,Serinelyst,6,2,4,6,0,0,22,6535697,309384
1103,16,134,0,Helland,4,1,0,4,0,0,22,,
1103,16,137,0,Nordtun,17,3,0,17,0,0,22,6534933,309531
1103,16,138,0,Heimtun,70,12,8,64,0,6,22,6534788,309461
1103,16,147,0,,0,1,0,0,0,0,22,6533954,310603
1103,16,272,0,Vibehaug,3,0,0,2,0,1,22,,
1103,16,281,0,Høydal,23,49,1,23,0,0,22,,
1103,16,350,0,Austmark,8,0,0,8,0,0,22,6534763,311009
1103,16,357,0,Månedalen,5,2,0,5,0,0,22,6534613,310570
1103,16,366,0,Grotten,5,0,0,5,0,0,22,6534494,310545
1103,16,373,0,Bakketun,3,1,0,3,0,0,22,,
1103,16,529,0,Hagen,22,12,9,22,0,0,22,6535551,310840
1103,16,544,0,,0,3,0,0,0,0,22,6534096,310447
1103,16,1504,0,JÅTTEN,0,4,0,0,0,0,22,,
1103,16,1516,0,_,0,0,0,0,0,0,22,0,0
1103,16,1545,0,,2,2,0,2,0,0,22,6534976,311277
1103,16,1547,0,Asgård,5,5,0,2,0,3,22,6535179,311110
1103,16,1558,0,JÅTTÅ,2,1,0,2,0,0,22,,
1103,17,1,0,Hinna,184,101,112,131,0,53,22,6535853,310706
1103,17,3,0,Hinna,2,2,0,2,0,0,22,6535937,310638
1103,17,4,0,Hinna,12,5,0,12,0,0,22,6535894,310435
1103,17,8,0,Hindal,11,18,23,11,0,0,22,6536359,312125
1103,17,9,0,Grønneberget,0,1,0,0,0,0,22,6535709,310923
1103,17,17,0,Solli,31,53,29,13,0,18,22,6536851,310026
1103,17,230,0,,0,119,0,0,0,0,22,6537034,310098
1103,17,604,0,Evje,4,2,0,4,0,0,22,6536283,310036
1103,17,2708,0,,0,42,0,0,0,0,22,,
1103,17,2875,0,,24,0,0,24,0,0,22,6536011,310137
1103,18,4,0,Hagen,75,30,9,6,14,55,22,6537420,311086
1103,18,6,0,Auklend,0,1,0,0,0,0,22,6537767,311530
1103,18,9,0,Auklend,0,3,0,0,0,0,22,6537735,311139
1103,18,10,0,Auklend,45,11,2,27,10,8,22,6537809,311118
1103,18,34,0,Oppheim,0,1,0,0,0,0,22,6537479,311108
1103,18,573,0,,15,1,5,12,1,2,22,6537812,310805
1103,18,854,0,,58,18,30,31,4,23,22,,
1103,21,42,0,Sandviken,0,7,0,0,0,0,22,6538346,312510
1103,21,400,0,Tornes,0,63,0,0,0,0,22,,
1103,24,3,0,Ullandhaug,28,5,0,28,0,0,22,6538209,310069
1103,24,4,0,Ullandhaug,21,2,0,21,0,0,22,6538091,309867
1103,24,14,0,,43,31,3,43,0,0,22,6538298,310159
1103,24,28,0,Solbakken,34,5,3,34,0,0,22,6537605,309783
1103,24,32,0,Middalhov,5,1,0,2,0,3,22,6538460,309867
1103,24,33,0,Østre Nygård,3,4,0,3,0,0,22,6538004,309794
1103,24,34,0,Sørheim,68,14,1,41,13,14,22,6538120,310699
1103,24,36,0,Lønningshagen,58,5,0,58,0,0,22,6538490,310378
1103,24,37,0,Nygård,32,5,0,32,0,0,22,6538413,310576
1103,24,38,0,Landa,62,8,0,62,0,0,22,6538337,310658
1103,24,50,0,Høyland,31,0,17,0,18,13,22,6537940,310553
1103,24,51,0,Ubø,8,3,0,2,3,3,22,6537746,310314
1103,24,76,0,Nedrebø,0,0,0,0,0,0,22,6537631,309925
1103,24,96,0,Holdeplassen,1,1,0,1,0,0,22,,
1103,24,133,0,Bergli,13,4,7,11,0,2,22,,
1103,24,140,0,Kringkastingstufta,9,15,22,9,0,0,22,6537603,310320
1103,24,320,0,Utjevningsmagasinet,51,7,0,12,0,39,22,,
1103,24,342,0,Dalheim,0,2,0,0,0,0,22,,
1103,24,350,0,,4,12,0,4,0,0,22,,
1103,24,381,0,,5,209,4,4,1,0,22,,
1103,24,613,0,,0,2,0,0,0,0,22,,
1103,24,615,0,,6,1,0,6,0,0,22,,
1103,25,1,0,Øvre Tjensvoll,0,31,2,0,0,0,22,6539134,309714
1103,25,7,0,Øvre Tjensvoll,0,1,0,0,0,0,22,,
1103,25,8,0,Øvre Tjensvoll,0,2,0,0,0,0,22,6539245,310163
1103,25,49,0,Ruslero,0,0,0,0,0,0,22,6539193,310535
1103,27,1,0,Stokka,47,13,117,46,0,1,22,6541204,309340
1103,27,5,0,Stokka,108,12,1,79,16,13,22,6541373,310259
1103,27,10,0,Stokka,0,0,0,0,0,0,22,6540560,310002
1103,27,11,0,,0,2,0,0,0,0,22,6540470,309837
1103,27,12,0,,0,1,0,0,0,0,22,6540409,309533
1103,27,13,0,Vestbø,7,0,0,7,0,0,22,6540524,309325
1103,27,23,0,,0,3,0,0,0,0,22,6540795,310266
1103,27,58,0,Skogheim,95,18,42,84,0,11,22,6541234,309492
1103,27,115,0,Breidablikk II,1,2,7,1,0,0,22,,
1103,27,175,0,Dyrsnes,19,9,90,10,9,0,22,6541573,309031
1103,27,379,0,,0,1,0,0,0,0,22,6540521,309321
1103,27,681,0,,0,1,0,0,0,0,22,6540420,309511
1103,27,682,0,,0,3,1,0,0,0,22,6540449,309581
1103,27,1046,0,,23,12,2,5,8,10,22,,
1103,28,1,0,Øvre Tasta,19,2,0,19,0,0,22,6543120,309403
1103,28,2,0,Øvre Tasta,11,40,0,11,0,0,22,6543158,309509
1103,28,7,0,Norheim,3,6,0,3,0,0,22,6543023,310590
1103,28,11,0,Eldhusåkeren,0,1,0,0,0,0,22,6543287,309598
1103,28,25,0,,0,1,0,0,0,0,22,6543348,309895
1103,28,38,0,,0,13,0,0,0,0,22,6543872,309999
1103,28,45,0,,18,7,0,9,0,9,22,,
1103,28,63,0,,0,0,0,0,0,0,22,6543436,309879
1103,28,96,0,Nordvoll,0,1,0,0,0,0,22,6544059,309262
1103,28,185,0,Brattebø,0,1,0,0,0,0,22,,
1103,28,3563,0,UTBYGGINGSAREAL TASTA,12,5,0,12,0,0,22,,
1103,28,3653,0,UTBYGGINGSOMRÅDE TASTA,12,4,0,12,0,0,22,,
1103,29,1,0,Nedre Tasta,140,11,28,135,0,5,22,6544064,307584
1103,29,5,0,Nedre Tasta,3,5,3,0,0,3,22,6542459,309478
1103,29,10,0,Nedre Tasta,110,10,20,93,5,12,22,6542939,308960
1103,29,12,0,Nedre Tasta,73,16,0,70,0,3,22,6542899,308777
1103,29,18,0,Rullen,83,9,0,83,0,0,22,6542935,308069
1103,29,20,0,,42,18,0,0,0,42,22,6544081,308824
1103,29,21,0,,15,4,0,10,0,5,22,6543665,308562
1103,29,30,0,,0,0,0,0,0,0,22,6543623,308934
1103,29,34,0,,46,9,6,46,0,0,22,6542905,308598
1103,29,35,0,,52,6,11,52,0,0,22,6542714,308292
1103,29,36,0,,16,3,0,16,0,0,22,6542584,308197
1103,29,42,0,,65,12,0,65,0,0,22,6542919,308414
1103,29,43,0,,61,9,0,61,0,0,22,6543021,308796
1103,29,48,0,,12,3,0,12,0,0,22,6543042,308530
1103,29,51,0,Kvitevollen,10,2,0,10,0,0,22,6543209,308232
1103,29,52,0,Dalen,17,6,5,5,0,12,22,,
1103,29,54,0,Kvivoll,10,2,0,4,0,6,22,6543136,308220
1103,29,58,0,Hjemmebruket,15,2,0,13,0,2,22,6543381,308604
1103,29,63,0,Lierdalen,49,5,1,28,4,17,22,6542219,309514
1103,29,65,0,Gretehagen,0,3,0,0,0,0,22,6543026,308839
1103,29,67,0,Henriks minde,0,13,119,0,0,0,22,6542445,308391
1103,29,68,0,Bergli,0,71,2,0,0,0,22,6542181,309668
1103,29,69,0,Solbakken,35,6,3,35,0,0,22,6542605,308289
1103,29,78,0,Solheim,70,18,0,35,2,33,22,6543481,307970
1103,29,121,0,Myren,136,12,1,122,0,14,22,6541891,308146
1103,29,263,0,Nordtun,0,4,0,0,0,0,22,6543208,308702
1103,29,325,0,Nordhelle,5,11,0,4,0,1,22,6543350,308526
1103,29,485,0,Bakken,1,2,6,0,0,1,22,6542489,309310
1103,29,504,0,,62,10,57,20,15,27,22,,
1103,29,537,0,,0,0,0,0,0,0,22,,
1103,29,560,0,,32,2,1,32,0,0,22,,
1103,29,714,0,,4,0,0,4,0,0,22,,
1103,29,715,0,,18,6,0,18,0,0,22,,
1103,30,1,0,Høye,10,3,0,10,0,0,22,,
1103,30,3,0,Høye,60,13,0,60,0,0,22,6543618,308070
1103,30,5,0,Høye,25,5,0,25,0,0,22,6543599,308402
1103,30,7,0,Høye,50,5,0,50,0,0,22,6543364,308334
1103,30,9,0,Høye,24,3,0,17,0,7,22,6543523,308129
1103,30,12,0,,67,17,0,43,0,24,22,6543418,308283
1103,30,16,0,Solbakken,6,3,0,2,4,0,22,6543438,308433
1103,30,26,0,Bakketun,8,1,0,1,6,1,22,6543462,308501
1103,31,1,0,Finnestad,8,9,0,8,0,0,22,6543799,308168
1103,31,3,0,Finnestad,16,6,2,16,0,0,22,6544043,307640
1103,31,4,0,Finnestad,47,7,4,44,0,3,22,6543852,308392
1103,31,8,0,Finnestad,21,5,3,20,0,1,22,6543791,307983
1103,31,12,0,,20,2,0,20,0,0,22,6544087,308587
1103,31,15,0,,6,9,4,6,0,0,22,6543873,308161
1103,31,17,0,,8,1,0,8,0,0,22,6543737,308037
